Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
MN20737,Nevada,2553.672212,No,Basic,College,2/26/11,Employed,F,73935,Rural,Married,64,13,29,1,1,Corporate Auto,Corporate L3,Offer4,Call Center,72.071195,Four-Door Car,Medsize
XX88577,California,15727.13063,No,Premium,Bachelor,2/28/11,Employed,M,84824,Rural,Married,196,7,4,0,9,Corporate Auto,Corporate L1,Offer2,Branch,319.820747,SUV,Small
KX17826,Oregon,4670.047979,No,Extended,Doctor,2/25/11,Unemployed,M,0,Suburban,Married,125,21,34,0,1,Corporate Auto,Corporate L3,Offer1,Branch,600.0,SUV,Medsize
ES90681,California,2417.759961,No,Basic,College,2/26/11,Employed,F,51808,Suburban,Married,61,3,12,1,1,Personal Auto,Personal L2,Offer1,Agent,351.149904,Four-Door Car,Small
MT23134,Oregon,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize
UC88305,Arizona,2665.447079,No,Basic,College,2/23/11,Employed,F,52266,Rural,Single,68,14,98,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,141.922839,Two-Door Car,Medsize
ZV32120,California,3971.345097,No,Basic,Doctor,2/26/11,Employed,M,23599,Suburban,Single,103,20,46,0,1,Corporate Auto,Corporate L3,Offer2,Agent,494.4,SUV,Medsize
VL37375,California,6185.09653,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,92,8,28,0,3,Personal Auto,Personal L3,Offer1,Branch,1027.177255,Two-Door Car,Small
RE42925,Oregon,13107.92594,No,Basic,Bachelor,2/28/11,Employed,M,49088,Suburban,Divorced,114,17,87,1,2,Corporate Auto,Corporate L2,Offer3,Branch,547.2,SUV,Small
MG10140,Oregon,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L1,Offer2,Call Center,19.575683,Two-Door Car,Large
QO41043,Oregon,14476.12489,No,Extended,College,2/25/11,Disabled,F,27572,Suburban,Married,124,11,57,0,2,Corporate Auto,Corporate L3,Offer3,Branch,595.2,SUV,Medsize
VM92311,Arizona,2529.077508,No,Basic,High School or Below,2/21/11,Employed,F,89129,Suburban,Single,64,24,93,0,1,Personal Auto,Personal L3,Offer2,Branch,328.870868,Four-Door Car,Medsize
QQ39596,Arizona,2517.533581,No,Basic,College,2/26/11,Unemployed,F,0,Rural,Married,69,2,71,0,1,Personal Auto,Personal L3,Offer2,Call Center,42.096415,Four-Door Car,Medsize
CZ96653,Oregon,8534.792754,No,Basic,Bachelor,2/21/11,Employed,F,47325,Rural,Married,107,0,92,0,6,Personal Auto,Personal L2,Offer1,Web,64.598216,SUV,Small
MD73554,California,5251.983996,No,Basic,College,2/22/11,Employed,M,59537,Suburban,Married,66,23,5,0,7,Personal Auto,Personal L1,Offer1,Branch,316.8,Two-Door Car,Medsize
GG68407,Washington,2321.88367,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,65,13,7,0,1,Personal Auto,Personal L3,Offer2,Agent,468.0,Four-Door Car,Medsize
KP72427,Washington,21639.83862,No,Basic,High School or Below,2/21/11,Employed,M,64455,Rural,Married,108,5,43,0,2,Personal Auto,Personal L3,Offer2,Agent,133.735395,SUV,Medsize
WP73172,Oregon,8287.679305,No,Basic,Bachelor,2/26/11,Employed,F,81367,Urban,Married,103,2,32,0,4,Special Auto,Special L2,Offer3,Branch,415.768941,SUV,Medsize
SW57539,California,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize
DX34647,California,7761.267839,No,Extended,College,2/24/11,Employed,F,43137,Suburban,Married,96,8,41,0,8,Personal Auto,Personal L3,Offer2,Call Center,460.8,Two-Door Car,Large
PS31050,Washington,21404.35885,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,69,35,79,0,2,Personal Auto,Personal L3,Offer1,Branch,496.8,Four-Door Car,Medsize
YM99866,Arizona,2611.965869,No,Basic,High School or Below,2/28/11,Employed,M,53904,Suburban,Married,67,1,17,2,1,Personal Auto,Personal L2,Offer3,Agent,321.6,Four-Door Car,Medsize
MD86050,Oregon,4721.659016,No,Basic,High School or Below,2/28/11,Unemployed,M,0,Suburban,Single,67,20,38,0,8,Personal Auto,Personal L3,Offer4,Branch,482.4,Four-Door Car,Medsize
FU99476,Washington,6770.306834,No,Extended,High School or Below,2/22/11,Employed,M,74422,Rural,Divorced,85,4,3,1,3,Personal Auto,Personal L1,Offer1,Call Center,95.338505,Four-Door Car,Medsize
JJ24476,Arizona,5717.221919,No,Basic,Master,2/25/11,Employed,F,52391,Suburban,Married,71,9,32,0,3,Personal Auto,Personal L2,Offer2,Web,409.763267,Two-Door Car,Medsize
GN80437,Oregon,3444.967503,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Married,91,28,59,0,1,Special Auto,Special L2,Offer2,Branch,596.050118,Four-Door Car,Medsize
BR99015,California,6803.615629,No,Extended,Bachelor,2/26/11,Unemployed,F,0,Suburban,Single,94,25,20,0,6,Personal Auto,Personal L3,Offer2,Call Center,451.2,Four-Door Car,Small
PB11270,Oregon,7107.655397,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Married,61,2,15,0,2,Personal Auto,Personal L2,Offer1,Agent,541.561209,Four-Door Car,Medsize
AS97690,Arizona,2411.256575,No,Basic,College,2/23/11,Employed,M,54483,Suburban,Married,61,6,57,0,1,Personal Auto,Personal L1,Offer3,Call Center,292.8,Two-Door Car,Medsize
MF53477,California,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Corporate Auto,Corporate L1,Offer1,Agent,694.598288,SUV,Medsize
XP61034,Oregon,4105.580991,No,Basic,Bachelor,2/26/11,Employed,M,39492,Suburban,Married,105,20,81,0,1,Personal Auto,Personal L3,Offer2,Agent,756.0,SUV,Medsize
ZN34245,Arizona,2308.472055,No,Basic,College,2/23/11,Unemployed,M,0,Suburban,Single,68,9,34,0,1,Corporate Auto,Corporate L3,Offer2,Web,489.6,Four-Door Car,Medsize
FX55923,Arizona,5372.914477,No,Basic,Bachelor,2/22/11,Employed,M,50405,Rural,Divorced,70,6,21,1,9,Personal Auto,Personal L2,Offer3,Call Center,7.069583,Four-Door Car,Medsize
HA99340,Oregon,2398.333185,No,Basic,High School or Below,2/24/11,Unemployed,M,0,Suburban,Married,65,26,97,0,1,Personal Auto,Personal L3,Offer1,Agent,422.947888,Two-Door Car,Medsize
UF77413,Oregon,2758.498582,No,Basic,College,2/27/11,Employed,M,65794,Urban,Married,69,10,14,1,1,Personal Auto,Personal L1,Offer1,Branch,277.27294,Four-Door Car,Medsize
TH84309,California,9372.843639,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,126,19,17,0,4,Personal Auto,Personal L3,Offer3,Branch,604.8,SUV,Medsize
KF50730,California,5235.573528,No,Extended,Bachelor,2/21/11,Employed,F,71794,Urban,Married,131,19,48,0,1,Personal Auto,Personal L3,Offer2,Web,457.471225,SUV,Medsize
LE84979,California,12208.12004,No,Basic,Master,2/27/11,Employed,F,21331,Urban,Divorced,103,18,84,0,2,Personal Auto,Personal L3,Offer1,Agent,419.062661,SUV,Large
WA84789,Washington,10700.4952,No,Extended,Bachelor,2/24/11,Employed,F,75313,Suburban,Married,89,16,64,1,2,Personal Auto,Personal L1,Offer1,Web,527.139074,Four-Door Car,Medsize
BR23201,California,2586.807171,No,Basic,Bachelor,2/25/11,Unemployed,M,0,Urban,Married,71,23,84,0,1,Personal Auto,Personal L3,Offer2,Branch,191.640085,Four-Door Car,Medsize
KD47243,California,11797.99211,No,Basic,Bachelor,2/21/11,Employed,F,91469,Urban,Single,100,11,89,2,2,Personal Auto,Personal L1,Offer1,Agent,418.864555,SUV,Small
HR42454,Washington,13372.02426,No,Premium,High School or Below,2/25/11,Employed,F,88706,Suburban,Married,110,14,72,1,2,Corporate Auto,Corporate L3,Offer3,Branch,528.0,Two-Door Car,Small
OL36978,California,5405.518391,No,Basic,High School or Below,2/24/11,Employed,F,67241,Rural,Married,68,22,6,1,9,Personal Auto,Personal L3,Offer2,Call Center,5.674809,Two-Door Car,Medsize
SK95364,California,4620.390087,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Single,130,11,0,0,1,Personal Auto,Personal L2,Offer3,Agent,936.0,SUV,Medsize
VO36036,Oregon,3536.431774,No,Extended,Doctor,2/27/11,Employed,F,28248,Suburban,Single,90,25,89,0,1,Personal Auto,Personal L3,Offer2,Branch,634.385937,Four-Door Car,Small
UT73461,Oregon,4505.398267,No,Basic,Doctor,2/23/11,Employed,F,81079,Rural,Married,111,11,5,0,1,Special Auto,Special L3,Offer2,Web,134.222332,SUV,Medsize
BZ44726,Nevada,16477.76843,No,Basic,High School or Below,2/26/11,Employed,F,49825,Suburban,Married,70,14,27,3,2,Corporate Auto,Corporate L3,Offer3,Agent,336.0,Two-Door Car,Medsize
EJ43595,California,4784.773547,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Single,72,20,41,0,7,Corporate Auto,Corporate L2,Offer3,Web,779.629297,Four-Door Car,Medsize
SX65826,Arizona,11760.87637,No,Extended,Bachelor,2/21/11,Employed,M,36431,Suburban,Married,99,27,59,0,2,Personal Auto,Personal L1,Offer1,Agent,513.252488,Two-Door Car,Small
PB43222,Washington,9102.902307,No,Premium,Doctor,2/22/11,Employed,M,73759,Suburban,Married,114,2,25,3,6,Personal Auto,Personal L3,Offer1,Agent,547.2,Four-Door Car,Small
JQ65500,Oregon,8620.997439,No,Premium,Bachelor,2/24/11,Employed,F,44988,Suburban,Married,108,30,57,0,3,Corporate Auto,Corporate L2,Offer1,Web,518.4,Two-Door Car,Medsize
VF87723,California,10487.74332,No,Extended,College,2/24/11,Employed,M,30658,Suburban,Married,89,6,67,0,2,Personal Auto,Personal L3,Offer2,Branch,441.757585,Four-Door Car,Medsize
BU41599,Washington,5581.761298,No,Basic,Master,2/28/11,Employed,F,62739,Urban,Divorced,70,29,80,0,3,Personal Auto,Personal L1,Offer2,Call Center,239.328571,Two-Door Car,Medsize
DW59142,Nevada,22693.29076,No,Basic,High School or Below,2/28/11,Employed,F,71879,Rural,Single,64,1,64,0,2,Corporate Auto,Corporate L3,Offer2,Web,9.163065,Two-Door Car,Medsize
RX19151,Washington,8176.576796,No,Basic,Bachelor,2/28/11,Employed,M,67137,Urban,Married,111,0,49,5,6,Personal Auto,Personal L1,Offer2,Agent,314.880326,SUV,Medsize
ZH42145,Washington,2582.862313,No,Basic,High School or Below,2/22/11,Employed,F,50148,Suburban,Married,65,0,45,0,1,Corporate Auto,Corporate L3,Offer2,Web,323.485239,Four-Door Car,Small
GH36606,Washington,2938.07856,No,Extended,College,2/24/11,Unemployed,M,0,Suburban,Single,82,12,67,0,1,Personal Auto,Personal L2,Offer3,Agent,590.4,Four-Door Car,Medsize
BC66536,Arizona,6883.686618,No,Extended,High School or Below,2/26/11,Employed,F,84869,Suburban,Married,85,5,65,0,4,Corporate Auto,Corporate L2,Offer2,Web,408.0,Four-Door Car,Medsize
ZC62609,Oregon,2761.691693,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,77,35,38,0,1,Personal Auto,Personal L1,Offer1,Branch,554.4,Four-Door Car,Small
YE27183,Oregon,5913.199024,No,Extended,Bachelor,2/28/11,Unemployed,M,0,Suburban,Single,91,13,89,0,4,Corporate Auto,Corporate L3,Offer3,Call Center,436.8,Four-Door Car,Medsize
JD73594,Oregon,3309.11965,No,Extended,Bachelor,2/22/11,Employed,M,72140,Suburban,Divorced,87,22,66,2,1,Personal Auto,Personal L3,Offer3,Agent,417.6,Four-Door Car,Large
ZB62469,California,2161.685527,No,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Single,67,33,75,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,482.4,Two-Door Car,Medsize
HZ74609,Oregon,5527.988928,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,72,4,72,0,7,Personal Auto,Personal L3,Offer3,Branch,345.6,Four-Door Car,Large
QZ58370,Nevada,11820.1098,No,Extended,Bachelor,2/22/11,Employed,F,86801,Urban,Married,98,5,20,0,2,Personal Auto,Personal L3,Offer4,Branch,371.108203,Four-Door Car,Medsize
CM59084,Oregon,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Corporate Auto,Corporate L3,Offer1,Agent,694.598288,SUV,Medsize
WG15841,California,2810.464447,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize
IK99137,Washington,5515.41017,No,Extended,Bachelor,2/28/11,Unemployed,M,0,Suburban,Divorced,79,5,62,0,7,Special Auto,Special L2,Offer2,Web,379.2,Four-Door Car,Small
GT65065,Oregon,8842.650024,No,Basic,Master,2/21/11,Employed,F,42142,Urban,Single,112,1,8,0,3,Personal Auto,Personal L3,Offer4,Branch,396.17554,Sports Car,Medsize
MF18493,California,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Two-Door Car,Medsize
BC43958,California,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6,48,0,2,Corporate Auto,Corporate L1,Offer2,Agent,386.031248,Four-Door Car,Small
VH43367,California,2506.021971,No,Basic,High School or Below,2/21/11,Employed,F,61402,Suburban,Married,63,14,56,2,1,Special Auto,Special L1,Offer1,Agent,302.4,Four-Door Car,Medsize
EH37385,Arizona,8789.88406,No,Basic,Master,2/22/11,Employed,F,22849,Suburban,Married,109,5,75,0,4,Personal Auto,Personal L3,Offer1,Call Center,523.2,Sports Car,Medsize
XR97812,California,2345.084479,No,Basic,College,2/22/11,Unemployed,M,0,Suburban,Single,69,1,56,0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize
CP32818,Oregon,4529.965388,No,Basic,Bachelor,2/21/11,Employed,M,64270,Rural,Single,117,12,58,0,1,Personal Auto,Personal L3,Offer2,Agent,46.104534,Sports Car,Small
AL35726,Oregon,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L2,Offer2,Call Center,19.575683,Two-Door Car,Large
AU46443,Nevada,7517.083811,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,102,19,13,0,3,Personal Auto,Personal L3,Offer1,Agent,1178.995926,SUV,Medsize
TP54769,California,5103.35758,No,Extended,Bachelor,2/27/11,Employed,F,39452,Urban,Divorced,131,6,54,0,1,Corporate Auto,Corporate L3,Offer1,Web,398.190882,SUV,Medsize
TW16499,California,3633.05403,No,Extended,Bachelor,2/28/11,Employed,M,43334,Suburban,Married,95,3,72,2,1,Corporate Auto,Corporate L2,Offer4,Call Center,614.367195,Two-Door Car,Small
WI89081,Washington,10392.96347,No,Extended,Bachelor,2/24/11,Employed,M,93495,Urban,Married,129,8,0,0,9,Personal Auto,Personal L1,Offer1,Agent,618.20653,SUV,Medsize
WV69362,Arizona,6947.838781,No,Extended,High School or Below,2/23/11,Unemployed,F,0,Suburban,Single,99,12,77,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,475.2,Two-Door Car,Medsize
NH19236,Arizona,2357.503128,No,Basic,Master,2/23/11,Unemployed,M,0,Urban,Married,64,25,80,0,1,Personal Auto,Personal L3,Offer2,Branch,199.791024,Four-Door Car,Medsize
AN36757,Oregon,22056.00496,No,Extended,Master,2/27/11,Employed,M,66851,Urban,Married,92,10,70,2,2,Personal Auto,Personal L3,Offer2,Branch,408.550442,Four-Door Car,Medsize
PP48389,California,6871.966648,No,Premium,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,196,5,59,2,1,Personal Auto,Personal L2,Offer1,Agent,940.8,Sports Car,Medsize
ZG94155,Oregon,6234.305918,No,Extended,Bachelor,2/24/11,Unemployed,M,0,Rural,Married,82,26,12,0,9,Personal Auto,Personal L3,Offer1,Branch,192.7604,Two-Door Car,Large
DO98345,Oregon,13156.74895,No,Extended,High School or Below,2/28/11,Employed,M,72517,Urban,Married,82,33,27,0,2,Personal Auto,Personal L3,Offer2,Web,371.458196,Two-Door Car,Medsize
UK76814,Oregon,5339.388388,No,Basic,Doctor,2/25/11,Employed,F,84424,Urban,Married,66,18,71,0,9,Personal Auto,Personal L2,Offer2,Call Center,231.537001,Four-Door Car,Medsize
JX14364,Oregon,13235.54436,No,Basic,College,2/24/11,Employed,M,39778,Suburban,Married,112,23,49,0,2,Personal Auto,Personal L3,Offer1,Call Center,806.4,SUV,Medsize
ND29059,Oregon,11077.68591,No,Extended,Bachelor,2/26/11,Employed,M,78011,Urban,Married,138,14,42,0,3,Personal Auto,Personal L3,Offer1,Agent,619.698644,SUV,Medsize
CB44654,Arizona,2409.760898,No,Basic,Bachelor,2/28/11,Employed,M,59665,Urban,Single,62,33,3,1,1,Personal Auto,Personal L3,Offer1,Agent,167.138119,Two-Door Car,Medsize
TS50305,California,3979.388247,No,Basic,High School or Below,2/27/11,Unemployed,F,0,Suburban,Single,112,11,3,0,1,Personal Auto,Personal L3,Offer1,Agent,806.4,SUV,Medsize
NZ19529,Arizona,4839.107156,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,137,18,50,0,1,Personal Auto,Personal L1,Offer2,Agent,1227.458548,SUV,Medsize
BP83941,Arizona,8396.327608,No,Basic,Master,2/21/11,Unemployed,F,0,Suburban,Married,115,18,80,1,3,Personal Auto,Personal L2,Offer3,Web,552.0,SUV,Medsize
MY43761,California,10737.68425,No,Extended,High School or Below,2/23/11,Employed,M,50607,Suburban,Single,137,15,0,0,9,Personal Auto,Personal L2,Offer2,Agent,657.6,SUV,Large
LO77543,Washington,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Special Auto,Special L2,Offer1,Agent,316.8,Two-Door Car,Medsize
GY55415,Nevada,15725.25053,No,Premium,Bachelor,2/27/11,Unemployed,F,0,Suburban,Single,149,16,70,0,2,Corporate Auto,Corporate L1,Offer1,Web,1072.8,SUV,Medsize
PO89542,Oregon,5009.808888,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Married,68,21,69,0,7,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Medsize
MN34012,Arizona,8403.910248,No,Basic,Bachelor,2/25/11,Unemployed,M,0,Suburban,Married,115,11,63,0,8,Personal Auto,Personal L3,Offer1,Agent,552.0,SUV,Medsize
KY29506,California,20395.96875,No,Premium,College,2/27/11,Employed,F,92850,Suburban,Single,104,3,28,1,2,Personal Auto,Personal L2,Offer1,Agent,499.2,Four-Door Car,Small
MK15785,Nevada,4387.31087,No,Basic,Master,2/24/11,Employed,M,48015,Suburban,Married,110,24,57,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,528.0,Sports Car,Medsize
SH51981,Washington,5246.057249,No,Basic,College,2/21/11,Employed,M,70301,Suburban,Divorced,67,7,43,0,7,Personal Auto,Personal L2,Offer3,Agent,328.942798,Four-Door Car,Small
YM77369,Oregon,4756.12617,No,Premium,High School or Below,2/28/11,Employed,M,56146,Urban,Married,119,0,91,0,1,Corporate Auto,Corporate L2,Offer4,Web,401.785805,Four-Door Car,Large
QH56750,Arizona,20700.8645,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,64,9,17,0,2,Personal Auto,Personal L1,Offer2,Agent,460.8,Four-Door Car,Medsize
JI97190,California,5165.810048,No,Basic,High School or Below,2/26/11,Employed,M,43461,Suburban,Married,64,24,47,0,6,Personal Auto,Personal L3,Offer3,Branch,307.2,Two-Door Car,Large
CV72453,Oregon,4512.204391,No,Extended,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,125,6,44,0,1,Corporate Auto,Corporate L3,Offer1,Agent,900.0,SUV,Small
OY92520,California,7264.803903,No,Extended,Bachelor,2/28/11,Medical Leave,F,12075,Suburban,Married,94,16,23,0,5,Personal Auto,Personal L2,Offer1,Branch,451.2,Four-Door Car,Medsize
ZU88029,Oregon,4064.670639,No,Basic,Master,2/28/11,Retired,F,26161,Suburban,Single,109,8,70,0,1,Personal Auto,Personal L3,Offer3,Branch,594.444586,Sports Car,Large
GZ79662,Arizona,5484.588155,No,Basic,High School or Below,2/21/11,Employed,M,47611,Suburban,Married,69,17,65,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,593.654484,Four-Door Car,Small
WH62198,California,2213.187935,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Divorced,63,0,66,0,1,Personal Auto,Personal L2,Offer1,Call Center,305.552429,Four-Door Car,Small
FB49203,California,6239.257541,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Single,91,25,63,0,3,Corporate Auto,Corporate L2,Offer1,Agent,655.2,Two-Door Car,Medsize
FL85008,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small
AV76907,Oregon,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize
VM85555,California,7750.120323,No,Basic,College,2/23/11,Employed,F,22668,Rural,Single,67,5,34,1,2,Personal Auto,Personal L2,Offer3,Branch,33.718553,Four-Door Car,Medsize
FQ79356,California,2361.883909,No,Basic,Bachelor,2/24/11,Medical Leave,F,18064,Urban,Married,63,10,45,2,1,Personal Auto,Personal L2,Offer3,Call Center,182.964184,Four-Door Car,Medsize
ZR88383,Nevada,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Medsize
OT49339,Oregon,8432.815731,No,Basic,College,2/26/11,Disabled,M,21052,Urban,Married,111,12,55,0,5,Corporate Auto,Corporate L3,Offer2,Call Center,453.578343,SUV,Medsize
UO95739,Oregon,4457.936252,No,Basic,College,2/24/11,Employed,M,54704,Urban,Divorced,113,6,75,0,1,Personal Auto,Personal L3,Offer1,Web,468.176056,SUV,Medsize
EF84269,California,5568.656492,No,Extended,College,2/21/11,Employed,F,51489,Rural,Married,139,14,10,0,1,Personal Auto,Personal L2,Offer1,Web,236.739322,SUV,Medsize
JR59597,California,6332.941818,No,Extended,Bachelor,2/27/11,Employed,M,50843,Suburban,Single,82,12,65,0,3,Personal Auto,Personal L3,Offer3,Call Center,393.6,Two-Door Car,Small
BV86143,California,21034.01815,No,Basic,High School or Below,2/23/11,Employed,F,26876,Urban,Married,66,12,53,0,2,Personal Auto,Personal L2,Offer4,Call Center,219.209762,Four-Door Car,Medsize
DL26809,Nevada,6826.797741,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,68,13,26,0,2,Personal Auto,Personal L3,Offer1,Agent,489.6,Two-Door Car,Small
ZS32263,California,3788.649817,No,Extended,High School or Below,2/22/11,Employed,F,48887,Suburban,Divorced,95,26,25,0,1,Personal Auto,Personal L1,Offer2,Agent,456.0,Four-Door Car,Medsize
